Date,Branch_ID,City,Service_Type,Account_Type,Transaction_Amount,Transaction_Fee,Currency,Net_Amount,Channel
2023-02-15,F102,Kano,Money Transfer,Individual,549333.47,6692.39,NGN,542641.08,Mobile App
2023-05-20,F104,Enugu,Money Transfer,Business,306228.16,4147.29,NGN,302080.87,Web Portal
2023-02-04,F103,Lagos,Loan Repayment,Individual,243326.27,1705.23,NGN,241621.04,Agent Network
2023-02-02,F101,Kano,Airtime Purchase,Individual,636401.76,5289.94,NGN,631111.82,Mobile App
2023-08-14,F101,Enugu,Airtime Purchase,Business,564225.79,1522.98,NGN,562702.81,Web Portal
2023-04-09,F104,Kano,Loan Disbursement,Individual,604954.44,3740.0,USD,601214.44,Mobile App
2023-01-10,F103,Enugu,Airtime Purchase,Individual,473471.43,1970.61,USD,471500.82,Mobile App
2023-05-08,F102,Kano,Loan Disbursement,Business,458942.15,2044.96,NGN,456897.19,Web Portal
2023-10-22,F103,Kano,Bill Payment,Individual,260531.5,2609.88,USD,257921.62,Agent Network
2023-07-29,F102,Abuja,Loan Repayment,Individual,646505.99,6757.8,NGN,639748.19,Web Portal
2023-11-22,F101,Enugu,Money Transfer,Individual,407780.63,2238.47,NGN,405542.16,Mobile App
2023-07-04,F103,Kano,Loan Repayment,Individual,730669.37,4259.58,USD,726409.79,Mobile App
2023-12-14,F104,Abuja,Loan Disbursement,Business,384875.45,5170.23,NGN,379705.22,Mobile App
2023-10-30,F103,Abuja,Loan Disbursement,Business,85677.59,405.56,NGN,85272.03,Mobile App
2023-01-23,F101,Lagos,Airtime Purchase,Individual,294037.19,1587.07,NGN,292450.12,Mobile App
2023-07-01,F104,Lagos,Money Transfer,Individual,626739.44,4712.87,NGN,622026.57,Agent Network
2023-02-02,F103,Kano,Money Transfer,Business,187576.04,813.9,NGN,186762.14,Web Portal
2023-12-19,F102,Enugu,Airtime Purchase,Individual,292480.61,2050.59,NGN,290430.02,Agent Network
2023-04-12,F102,Kano,Money Transfer,Business,754688.09,4991.3,USD,749696.79,Web Portal
2023-09-22,F102,Kano,Bill Payment,Business,799514.18,7486.14,NGN,792028.04,Mobile App
2023-07-08,F101,Kano,Money Transfer,Business,835308.28,2940.61,USD,832367.67,Web Portal
2023-10-31,F103,Abuja,Bill Payment,Business,211453.36,2699.96,USD,208753.4,Agent Network
2023-05-21,F104,Abuja,Loan Disbursement,Business,902539.1,9354.91,USD,893184.19,Mobile App
2023-04-26,F104,Enugu,Loan Repayment,Individual,792771.71,7134.04,NGN,785637.67,Agent Network
2023-03-25,F102,Enugu,Bill Payment,Individual,576803.01,2681.23,USD,574121.78,Agent Network
2023-05-06,F101,Enugu,Loan Repayment,Business,474345.6,5443.99,USD,468901.61,Mobile App
2023-04-23,F101,Enugu,Loan Repayment,Business,909539.34,5845.69,USD,903693.65,Agent Network
2023-12-25,F103,Kano,Loan Disbursement,Individual,594263.21,4161.0,USD,590102.21,Web Portal
2023-12-13,F103,Enugu,Loan Repayment,Business,767839.53,7003.78,USD,760835.75,Web Portal
2023-02-12,F101,Lagos,Airtime Purchase,Individual,696126.7,2624.06,NGN,693502.64,Agent Network
2023-11-15,F102,Enugu,Bill Payment,Business,744700.98,10823.43,NGN,733877.55,Mobile App
2023-03-27,F104,Abuja,Airtime Purchase,Business,278474.02,2985.76,NGN,275488.26,Agent Network
2023-11-05,F101,Enugu,Loan Repayment,Individual,679795.27,9231.04,NGN,670564.23,Web Portal
2023-03-21,F104,Kano,Loan Repayment,Individual,371662.16,5219.06,USD,366443.1,Web Portal
2023-03-10,F102,Abuja,Money Transfer,Individual,775053.12,10408.38,USD,764644.74,Web Portal
2023-07-04,F102,Kano,Money Transfer,Individual,917941.78,8853.51,NGN,909088.27,Web Portal
2023-05-17,F103,Abuja,Loan Disbursement,Business,878459.28,2126.35,USD,876332.93,Mobile App
2023-05-04,F103,Kano,Loan Repayment,Business,929406.82,4860.86,NGN,924545.96,Agent Network
2023-10-14,F103,Lagos,Loan Disbursement,Business,183262.07,1501.56,USD,181760.51,Mobile App
2023-12-22,F103,Enugu,Loan Disbursement,Business,810824.89,4913.15,NGN,805911.74,Web Portal
2023-11-16,F103,Kano,Loan Disbursement,Business,307291.02,1500.75,USD,305790.27,Web Portal
2023-05-24,F103,Lagos,Airtime Purchase,Business,525513.04,1414.43,NGN,524098.61,Web Portal
2023-03-12,F101,Lagos,Money Transfer,Business,158492.65,1189.29,NGN,157303.36,Mobile App
2023-04-22,F101,Abuja,Airtime Purchase,Individual,886462.31,3802.31,NGN,882660.0,Agent Network
2023-12-13,F104,Enugu,Loan Disbursement,Business,517537.95,7182.88,USD,510355.07,Web Portal
2023-10-01,F101,Lagos,Loan Repayment,Business,666892.08,9744.13,NGN,657147.95,Web Portal
2023-06-03,F104,Lagos,Money Transfer,Business,791749.65,5555.58,USD,786194.07,Mobile App
2023-11-25,F101,Enugu,Loan Repayment,Individual,463348.86,982.86,USD,462366.0,Mobile App
2023-11-19,F104,Lagos,Loan Disbursement,Business,743403.14,10415.87,NGN,732987.27,Mobile App
2023-04-30,F103,Enugu,Loan Repayment,Business,134231.24,1938.39,NGN,132292.85,Agent Network
2023-02-10,F102,Lagos,Money Transfer,Individual,897144.65,6055.91,NGN,891088.74,Mobile App
2023-02-25,F101,Enugu,Loan Disbursement,Individual,55106.06,297.31,USD,54808.75,Agent Network
2023-09-25,F101,Abuja,Bill Payment,Individual,106694.68,1240.17,NGN,105454.51,Web Portal
2023-09-01,F101,Enugu,Loan Repayment,Individual,899107.66,8761.41,USD,890346.25,Web Portal
2023-12-24,F103,Enugu,Bill Payment,Individual,327545.64,4115.98,USD,323429.66,Mobile App
2023-07-24,F103,Abuja,Loan Disbursement,Business,944613.02,8064.08,NGN,936548.94,Web Portal
2023-08-29,F104,Enugu,Loan Repayment,Business,67978.06,881.16,USD,67096.9,Agent Network
2023-07-22,F102,Enugu,Money Transfer,Business,796241.86,6260.59,USD,789981.27,Web Portal
2023-07-28,F103,Kano,Loan Repayment,Individual,837180.14,2629.72,NGN,834550.42,Web Portal
2023-06-27,F101,Kano,Loan Disbursement,Individual,826645.59,5256.89,NGN,821388.7,Web Portal
2023-02-02,F102,Kano,Money Transfer,Individual,478772.96,5992.47,USD,472780.49,Agent Network
2023-01-14,F104,Lagos,Loan Disbursement,Individual,417152.15,3380.29,USD,413771.86,Agent Network
2023-08-08,F103,Kano,Bill Payment,Business,989298.36,13997.56,USD,975300.8,Agent Network
2023-04-03,F101,Kano,Money Transfer,Business,153815.81,2102.47,NGN,151713.34,Agent Network
2023-05-23,F101,Kano,Bill Payment,Business,979071.15,5431.33,NGN,973639.82,Mobile App
2023-03-22,F102,Lagos,Bill Payment,Individual,266877.09,1074.16,NGN,265802.93,Agent Network
2023-01-27,F101,Abuja,Loan Disbursement,Individual,10910.88,148.88,USD,10762.0,Agent Network
2023-08-03,F103,Kano,Bill Payment,Business,337783.99,4178.29,NGN,333605.7,Mobile App
2023-01-01,F101,Enugu,Loan Repayment,Business,6597.07,91.21,NGN,6505.86,Web Portal
2023-09-02,F103,Abuja,Airtime Purchase,Business,776719.17,8830.32,USD,767888.85,Agent Network
2023-09-28,F101,Lagos,Airtime Purchase,Individual,901241.05,3744.71,NGN,897496.34,Web Portal
2023-09-19,F103,Lagos,Airtime Purchase,Business,536803.41,6255.72,USD,530547.69,Agent Network
2023-10-15,F101,Enugu,Loan Disbursement,Business,539361.94,6433.74,NGN,532928.2,Agent Network
2023-06-30,F104,Lagos,Money Transfer,Business,247893.88,748.93,NGN,247144.95,Mobile App
2023-02-24,F101,Enugu,Loan Repayment,Business,508884.86,3443.84,NGN,505441.02,Agent Network
2023-10-18,F103,Kano,Loan Repayment,Individual,558788.21,3413.49,NGN,555374.72,Agent Network
2023-03-23,F104,Lagos,Bill Payment,Individual,641706.58,7527.61,NGN,634178.97,Mobile App
2023-03-09,F103,Lagos,Loan Disbursement,Business,232930.94,2292.87,USD,230638.07,Mobile App
2023-10-19,F104,Abuja,Airtime Purchase,Individual,914458.11,11170.23,NGN,903287.88,Mobile App
2023-10-23,F103,Kano,Airtime Purchase,Individual,585425.93,4740.54,NGN,580685.39,Mobile App
2023-05-08,F103,Lagos,Loan Repayment,Individual,483662.74,4642.15,USD,479020.59,Web Portal
2023-10-06,F101,Abuja,Money Transfer,Business,229925.41,2872.61,USD,227052.8,Web Portal
2023-08-06,F102,Lagos,Money Transfer,Business,227310.3,2986.93,NGN,224323.37,Mobile App
2023-04-03,F104,Kano,Money Transfer,Business,647106.25,3003.34,NGN,644102.91,Agent Network
2023-11-01,F101,Abuja,Airtime Purchase,Business,35590.98,416.25,NGN,35174.73,Mobile App
2023-11-08,F102,Enugu,Bill Payment,Individual,46971.44,376.21,NGN,46595.23,Web Portal
2023-06-14,F104,Lagos,Loan Repayment,Individual,542499.37,6726.37,USD,535773.0,Web Portal
2023-11-15,F104,Abuja,Loan Disbursement,Individual,834834.56,8925.7,USD,825908.86,Mobile App
2023-05-11,F101,Abuja,Airtime Purchase,Individual,640631.69,8380.3,NGN,632251.39,Web Portal
2023-12-13,F102,Lagos,Loan Repayment,Individual,22326.94,211.11,NGN,22115.83,Agent Network
2023-05-26,F102,Lagos,Loan Repayment,Individual,12119.5,87.06,NGN,12032.44,Mobile App
2023-02-08,F104,Enugu,Money Transfer,Individual,831708.98,8320.39,USD,823388.59,Mobile App
2023-03-04,F101,Enugu,Loan Repayment,Individual,131749.05,1828.95,USD,129920.1,Mobile App
2023-08-10,F102,Lagos,Loan Disbursement,Business,471460.03,6298.67,USD,465161.36,Agent Network
2023-09-28,F104,Lagos,Airtime Purchase,Individual,987538.85,5761.47,USD,981777.38,Mobile App
2023-05-09,F103,Abuja,Bill Payment,Business,101659.15,547.68,NGN,101111.47,Mobile App
2023-07-11,F101,Lagos,Money Transfer,Individual,929521.54,9262.22,USD,920259.32,Agent Network
2023-01-14,F102,Lagos,Loan Repayment,Individual,658335.25,9237.88,NGN,649097.37,Web Portal
2023-07-06,F104,Enugu,Bill Payment,Individual,845044.9,8688.25,NGN,836356.65,Mobile App
2023-07-11,F102,Abuja,Money Transfer,Business,118497.85,1063.38,USD,117434.47,Mobile App
2023-06-25,F104,Kano,Loan Repayment,Business,808328.16,7685.91,NGN,800642.25,Agent Network
2023-09-18,F101,Enugu,Bill Payment,Business,254139.5,1092.73,USD,253046.77,Mobile App
2023-12-02,F101,Kano,Loan Disbursement,Individual,495709.01,6900.55,NGN,488808.46,Mobile App
2023-08-31,F104,Kano,Airtime Purchase,Individual,408328.22,5592.1,USD,402736.12,Agent Network
2023-08-31,F104,Kano,Loan Disbursement,Individual,509885.22,4198.66,USD,505686.56,Mobile App
2023-10-23,F101,Enugu,Loan Repayment,Individual,803606.7,6454.4,NGN,797152.3,Agent Network
2023-10-30,F101,Lagos,Money Transfer,Business,511361.04,4037.73,USD,507323.31,Mobile App
2023-01-05,F102,Enugu,Loan Repayment,Individual,7807.75,93.7,USD,7714.05,Agent Network
2023-01-01,F101,Kano,Money Transfer,Individual,159927.8,1636.45,NGN,158291.35,Agent Network
2023-02-04,F101,Kano,Loan Disbursement,Business,855118.77,6179.16,USD,848939.61,Web Portal
2023-04-22,F101,Kano,Money Transfer,Individual,632952.91,7356.18,USD,625596.73,Agent Network
2023-02-02,F104,Enugu,Airtime Purchase,Business,604355.43,5642.51,NGN,598712.92,Mobile App
2023-06-23,F103,Lagos,Loan Disbursement,Business,226963.53,1979.1,NGN,224984.43,Web Portal
2023-12-31,F102,Abuja,Airtime Purchase,Individual,71852.31,1074.88,USD,70777.43,Agent Network
2023-01-20,F103,Enugu,Airtime Purchase,Business,285422.18,2003.69,USD,283418.49,Mobile App
2023-04-02,F103,Abuja,Bill Payment,Business,379848.36,3828.01,USD,376020.35,Agent Network
2023-08-18,F101,Abuja,Airtime Purchase,Business,24655.88,127.76,USD,24528.12,Agent Network
2023-06-14,F104,Lagos,Bill Payment,Individual,859432.69,1792.76,NGN,857639.93,Agent Network
2023-11-20,F101,Lagos,Loan Repayment,Individual,543006.13,7560.38,USD,535445.75,Agent Network
2023-11-08,F104,Enugu,Airtime Purchase,Business,236175.65,2550.51,USD,233625.14,Mobile App
2023-07-05,F101,Kano,Loan Disbursement,Individual,862145.15,10800.96,USD,851344.19,Agent Network
2023-11-20,F102,Abuja,Airtime Purchase,Business,865969.82,1856.02,USD,864113.8,Mobile App
2023-02-27,F104,Enugu,Airtime Purchase,Business,370224.42,3713.67,NGN,366510.75,Web Portal
2023-06-17,F104,Enugu,Loan Disbursement,Individual,894264.64,9620.47,USD,884644.17,Agent Network
2023-07-27,F103,Enugu,Loan Disbursement,Individual,542432.97,3240.59,NGN,539192.38,Web Portal
2023-01-13,F102,Kano,Bill Payment,Business,362026.37,3837.44,USD,358188.93,Mobile App
2023-10-10,F101,Kano,Loan Disbursement,Business,347618.74,2834.35,USD,344784.39,Mobile App
2024-01-01,F104,Kano,Bill Payment,Business,940850.82,13142.16,NGN,927708.66,Agent Network
2023-07-18,F102,Abuja,Bill Payment,Individual,392674.94,871.73,NGN,391803.21,Agent Network
2023-12-31,F101,Abuja,Money Transfer,Individual,731532.68,7870.5,USD,723662.18,Agent Network
2023-08-21,F102,Abuja,Loan Repayment,Business,533310.08,3044.81,USD,530265.27,Web Portal
2023-02-21,F104,Enugu,Airtime Purchase,Business,20116.53,288.89,USD,19827.64,Mobile App
2023-11-07,F101,Kano,Bill Payment,Business,125463.73,1500.02,NGN,123963.71,Mobile App
2023-02-16,F102,Lagos,Loan Disbursement,Business,377232.11,1459.41,NGN,375772.7,Mobile App
2023-10-16,F102,Kano,Money Transfer,Business,489330.15,7010.44,NGN,482319.71,Agent Network
2023-04-02,F102,Abuja,Airtime Purchase,Individual,558566.03,4578.69,NGN,553987.34,Mobile App
2023-10-25,F104,Kano,Money Transfer,Individual,414872.25,4032.3,USD,410839.95,Mobile App
2023-06-09,F104,Enugu,Bill Payment,Individual,225418.89,505.58,USD,224913.31,Mobile App
2023-11-25,F102,Enugu,Bill Payment,Individual,389995.72,4539.41,USD,385456.31,Mobile App
2023-01-25,F101,Kano,Loan Repayment,Business,323077.43,3302.62,USD,319774.81,Agent Network
2023-09-15,F103,Enugu,Money Transfer,Business,371086.1,4188.96,USD,366897.14,Mobile App
2023-12-23,F102,Enugu,Loan Repayment,Business,142171.87,864.3,USD,141307.57,Mobile App
2023-09-05,F101,Kano,Loan Disbursement,Individual,529689.84,4960.65,NGN,524729.19,Web Portal
2023-07-24,F103,Enugu,Loan Repayment,Business,930408.62,7145.12,NGN,923263.5,Mobile App
2023-04-03,F104,Lagos,Loan Disbursement,Business,546227.04,1123.78,USD,545103.26,Mobile App
2023-12-11,F101,Kano,Bill Payment,Business,237960.65,1345.74,NGN,236614.91,Mobile App
2023-03-01,F101,Enugu,Money Transfer,Business,95250.54,1311.5,NGN,93939.04,Web Portal
2023-10-03,F104,Enugu,Money Transfer,Individual,51314.35,506.65,NGN,50807.7,Agent Network
2023-05-28,F103,Enugu,Loan Disbursement,Individual,81500.74,302.69,USD,81198.05,Agent Network
2023-02-02,F102,Kano,Airtime Purchase,Individual,548381.45,6055.34,USD,542326.11,Mobile App
2023-10-24,F103,Enugu,Bill Payment,Business,668174.14,9217.69,USD,658956.45,Mobile App
2023-04-12,F101,Lagos,Loan Disbursement,Individual,607823.71,6132.71,USD,601691.0,Web Portal
2023-02-27,F103,Enugu,Loan Disbursement,Business,422757.51,5226.5,NGN,417531.01,Agent Network
2023-11-25,F101,Abuja,Bill Payment,Business,6186.42,48.59,USD,6137.83,Web Portal
2023-10-30,F101,Kano,Airtime Purchase,Individual,517761.97,2310.74,USD,515451.23,Web Portal
2023-08-08,F101,Abuja,Loan Disbursement,Individual,295148.35,1337.24,NGN,293811.11,Agent Network
2023-03-25,F103,Lagos,Loan Disbursement,Business,612135.94,8797.28,NGN,603338.66,Web Portal
2023-11-18,F104,Abuja,Bill Payment,Business,348727.79,3923.99,NGN,344803.8,Web Portal
2023-09-05,F104,Kano,Money Transfer,Individual,581963.8,5365.13,NGN,576598.67,Mobile App
2023-08-25,F103,Enugu,Airtime Purchase,Business,716304.0,5516.3,USD,710787.7,Web Portal
2023-09-13,F103,Abuja,Money Transfer,Business,219325.67,2717.56,USD,216608.11,Mobile App
2023-01-14,F103,Lagos,Loan Disbursement,Business,483484.4,3567.66,NGN,479916.74,Agent Network
2023-12-23,F103,Kano,Money Transfer,Business,610666.66,1762.9,USD,608903.76,Mobile App
2023-09-15,F102,Lagos,Loan Repayment,Business,824086.22,11318.55,USD,812767.67,Mobile App
2023-09-04,F104,Abuja,Money Transfer,Individual,665557.83,5574.54,NGN,659983.29,Agent Network
2023-03-04,F101,Enugu,Airtime Purchase,Business,415493.18,2303.55,NGN,413189.63,Mobile App
2023-11-14,F101,Lagos,Loan Repayment,Business,929308.62,6950.03,USD,922358.59,Agent Network
2023-03-28,F104,Abuja,Loan Repayment,Business,940787.91,12939.5,NGN,927848.41,Mobile App
2023-01-15,F104,Lagos,Loan Disbursement,Business,200358.46,2126.33,USD,198232.13,Web Portal
2023-05-18,F102,Abuja,Loan Repayment,Business,989437.17,5068.99,NGN,984368.18,Web Portal
2023-05-13,F102,Lagos,Airtime Purchase,Business,87631.44,291.26,USD,87340.18,Mobile App
2023-04-15,F104,Kano,Airtime Purchase,Business,779676.92,3288.09,USD,776388.83,Web Portal
2023-06-05,F102,Abuja,Airtime Purchase,Individual,726796.47,2325.45,USD,724471.02,Mobile App
2023-12-14,F104,Abuja,Bill Payment,Business,412590.33,5056.79,USD,407533.54,Web Portal
2023-07-23,F101,Enugu,Loan Repayment,Business,79174.21,659.29,NGN,78514.92,Agent Network
2023-05-16,F101,Abuja,Loan Repayment,Business,564863.42,4050.39,NGN,560813.03,Agent Network
2023-07-21,F101,Kano,Loan Disbursement,Individual,932371.86,7546.72,NGN,924825.14,Agent Network
2023-04-15,F101,Lagos,Loan Repayment,Business,218564.72,1894.22,NGN,216670.5,Web Portal
2023-11-01,F102,Lagos,Money Transfer,Business,170328.92,1546.88,NGN,168782.04,Agent Network
2023-08-04,F104,Enugu,Loan Repayment,Individual,3415.99,19.17,NGN,3396.82,Agent Network
2023-08-27,F102,Enugu,Airtime Purchase,Business,589290.32,8558.74,USD,580731.58,Agent Network
2023-07-22,F101,Enugu,Bill Payment,Business,134449.88,1807.85,NGN,132642.03,Agent Network
2023-08-13,F103,Enugu,Loan Repayment,Individual,943550.16,6129.74,NGN,937420.42,Mobile App
2024-01-01,F101,Lagos,Money Transfer,Business,999305.34,9461.16,NGN,989844.18,Mobile App
2023-03-21,F101,Enugu,Airtime Purchase,Individual,870289.91,12618.57,NGN,857671.34,Web Portal
2023-06-03,F104,Kano,Loan Disbursement,Business,780724.46,10710.07,NGN,770014.39,Web Portal
2023-04-07,F103,Enugu,Bill Payment,Individual,529517.6,1533.19,NGN,527984.41,Agent Network
2023-08-30,F102,Enugu,Airtime Purchase,Individual,543989.92,4032.87,NGN,539957.05,Agent Network
2023-11-09,F103,Abuja,Bill Payment,Individual,799205.05,6759.68,USD,792445.37,Mobile App
2023-08-16,F101,Enugu,Airtime Purchase,Business,347677.43,4313.89,USD,343363.54,Agent Network
2023-10-12,F103,Abuja,Loan Disbursement,Individual,441585.07,1484.32,NGN,440100.75,Mobile App
2023-12-12,F102,Kano,Bill Payment,Individual,163643.86,2393.98,USD,161249.88,Mobile App
2023-12-22,F103,Enugu,Loan Repayment,Individual,846015.21,6694.8,USD,839320.41,Web Portal
2023-05-23,F101,Lagos,Loan Disbursement,Business,313243.09,2080.47,NGN,311162.62,Mobile App
2023-09-21,F103,Abuja,Loan Disbursement,Individual,355485.85,4717.37,USD,350768.48,Web Portal
2023-04-28,F101,Kano,Money Transfer,Business,566266.67,7864.46,NGN,558402.21,Mobile App
2023-05-27,F104,Lagos,Bill Payment,Individual,493323.3,3739.54,USD,489583.76,Web Portal
2023-09-05,F103,Abuja,Bill Payment,Individual,265983.17,1538.46,USD,264444.71,Mobile App
2023-07-30,F104,Kano,Bill Payment,Individual,722506.05,5404.29,NGN,717101.76,Agent Network
2023-07-23,F103,Enugu,Money Transfer,Individual,950860.09,5149.46,USD,945710.63,Agent Network
2023-09-12,F102,Abuja,Loan Disbursement,Business,773456.71,3483.45,USD,769973.26,Mobile App
2023-05-04,F104,Enugu,Bill Payment,Business,275860.73,2254.01,NGN,273606.72,Agent Network
2023-12-10,F101,Abuja,Loan Disbursement,Individual,868168.33,9494.59,USD,858673.74,Mobile App
2023-11-25,F104,Enugu,Airtime Purchase,Individual,782498.58,5521.78,USD,776976.8,Agent Network
2023-11-28,F101,Lagos,Bill Payment,Individual,892308.61,7477.87,USD,884830.74,Agent Network
2023-04-08,F103,Kano,Bill Payment,Business,567301.85,4667.02,USD,562634.83,Agent Network
2023-03-05,F101,Enugu,Airtime Purchase,Individual,565496.37,2007.52,NGN,563488.85,Mobile App
2023-08-18,F101,Abuja,Bill Payment,Business,108917.51,995.58,NGN,107921.93,Web Portal
2023-12-28,F102,Abuja,Airtime Purchase,Individual,491633.79,3606.45,USD,488027.34,Agent Network
2023-02-13,F104,Kano,Money Transfer,Individual,8316.75,69.56,NGN,8247.19,Web Portal
2023-03-23,F103,Kano,Loan Repayment,Business,866376.97,3913.67,USD,862463.3,Mobile App
2023-06-19,F104,Lagos,Bill Payment,Business,95829.4,1210.15,NGN,94619.25,Agent Network
2023-02-25,F101,Enugu,Loan Disbursement,Individual,589585.21,4719.45,USD,584865.76,Agent Network
2023-01-24,F104,Abuja,Money Transfer,Individual,38950.6,290.29,NGN,38660.31,Web Portal
2023-08-27,F104,Lagos,Money Transfer,Individual,2535.75,7.57,NGN,2528.18,Web Portal
2023-11-20,F101,Enugu,Loan Disbursement,Business,113873.91,753.43,NGN,113120.48,Web Portal
2023-04-29,F104,Kano,Bill Payment,Business,971051.36,5591.98,USD,965459.38,Agent Network
2023-01-05,F103,Enugu,Loan Disbursement,Individual,75295.26,302.43,NGN,74992.83,Mobile App
2023-01-15,F103,Lagos,Airtime Purchase,Individual,239445.48,3144.06,USD,236301.42,Agent Network
2023-04-23,F101,Enugu,Loan Disbursement,Individual,993519.08,5439.08,NGN,988080.0,Agent Network
2023-10-25,F101,Kano,Money Transfer,Individual,37188.05,140.87,USD,37047.18,Mobile App
2023-10-28,F102,Enugu,Loan Repayment,Business,295608.09,1069.51,NGN,294538.58,Web Portal
2023-09-06,F101,Enugu,Bill Payment,Business,460891.23,6562.94,NGN,454328.29,Mobile App
2023-06-30,F104,Kano,Airtime Purchase,Individual,827377.39,5132.18,USD,822245.21,Mobile App
2023-02-21,F103,Lagos,Airtime Purchase,Business,998977.65,10867.0,NGN,988110.65,Web Portal
2023-04-05,F104,Abuja,Airtime Purchase,Business,713323.63,3601.21,NGN,709722.42,Agent Network
2023-04-12,F103,Abuja,Loan Disbursement,Individual,208704.35,2624.9,USD,206079.45,Mobile App
2023-04-20,F101,Kano,Airtime Purchase,Individual,598241.51,6787.4,USD,591454.11,Web Portal
2023-05-15,F103,Abuja,Money Transfer,Business,855661.4,12190.63,NGN,843470.77,Mobile App
2023-08-01,F104,Lagos,Loan Disbursement,Business,841585.61,8608.35,USD,832977.26,Agent Network
2023-09-02,F101,Abuja,Bill Payment,Individual,532065.89,6138.6,NGN,525927.29,Mobile App
2023-08-04,F103,Kano,Loan Disbursement,Business,695981.87,4918.2,NGN,691063.67,Agent Network
2023-10-04,F101,Enugu,Loan Disbursement,Individual,465686.37,4030.46,NGN,461655.91,Agent Network
2023-03-12,F101,Enugu,Money Transfer,Individual,732582.7,4370.48,USD,728212.22,Web Portal
2023-06-04,F101,Abuja,Loan Disbursement,Individual,884374.67,3983.5,NGN,880391.17,Web Portal
2023-05-28,F101,Abuja,Bill Payment,Business,11028.03,55.16,NGN,10972.87,Web Portal
2023-06-04,F101,Lagos,Money Transfer,Individual,943903.44,5864.89,NGN,938038.55,Web Portal
2023-07-15,F104,Lagos,Loan Disbursement,Individual,616174.33,7492.49,NGN,608681.84,Web Portal
2023-05-30,F102,Enugu,Loan Repayment,Business,314446.75,870.93,USD,313575.82,Agent Network
2023-11-16,F104,Enugu,Loan Disbursement,Business,172439.45,801.08,USD,171638.37,Mobile App
2023-09-18,F104,Lagos,Airtime Purchase,Business,943489.74,10904.6,NGN,932585.14,Agent Network
2023-03-25,F103,Lagos,Airtime Purchase,Individual,838344.93,2003.63,USD,836341.3,Mobile App
2023-09-18,F102,Lagos,Money Transfer,Individual,535225.48,5621.56,NGN,529603.92,Agent Network
2023-03-01,F104,Abuja,Bill Payment,Individual,806140.94,7943.37,NGN,798197.57,Web Portal
2023-05-11,F101,Kano,Bill Payment,Business,105669.52,1224.66,USD,104444.86,Web Portal
2023-10-10,F102,Lagos,Loan Disbursement,Individual,100358.52,1001.55,NGN,99356.97,Mobile App
2023-12-29,F103,Enugu,Money Transfer,Business,522599.76,3979.14,NGN,518620.62,Agent Network
2023-08-28,F101,Enugu,Bill Payment,Individual,962504.16,14218.72,NGN,948285.44,Agent Network
2023-06-12,F103,Lagos,Loan Repayment,Individual,921536.57,10072.94,NGN,911463.63,Mobile App
2023-12-25,F101,Kano,Airtime Purchase,Individual,780500.25,6024.19,NGN,774476.06,Agent Network
2023-08-13,F103,Lagos,Loan Disbursement,Business,623972.82,5177.48,USD,618795.34,Web Portal
2023-10-07,F103,Kano,Loan Disbursement,Business,715028.41,8265.68,USD,706762.73,Mobile App
2023-02-07,F101,Kano,Bill Payment,Business,358181.83,3878.96,NGN,354302.87,Agent Network
2023-04-03,F101,Abuja,Loan Repayment,Individual,913721.39,8951.47,USD,904769.92,Mobile App
2023-08-10,F103,Kano,Loan Disbursement,Business,178357.51,896.85,USD,177460.66,Mobile App
2023-01-07,F101,Kano,Airtime Purchase,Individual,406353.63,5892.03,USD,400461.6,Mobile App
2023-11-22,F103,Abuja,Loan Repayment,Business,328703.06,3489.68,NGN,325213.38,Web Portal
2023-12-28,F101,Abuja,Airtime Purchase,Business,349002.95,1683.18,USD,347319.77,Mobile App
2023-03-08,F104,Enugu,Airtime Purchase,Individual,101616.35,1490.37,USD,100125.98,Mobile App
2023-04-20,F102,Enugu,Airtime Purchase,Business,49720.54,475.71,USD,49244.83,Mobile App
2023-06-28,F103,Lagos,Airtime Purchase,Individual,15788.83,87.88,NGN,15700.95,Agent Network
2023-07-18,F104,Enugu,Airtime Purchase,Business,454066.02,1156.27,NGN,452909.75,Web Portal
2023-10-26,F102,Kano,Airtime Purchase,Individual,838426.89,12115.84,USD,826311.05,Agent Network
2023-02-07,F101,Kano,Bill Payment,Business,162850.96,1308.45,USD,161542.51,Agent Network
2023-08-29,F104,Lagos,Loan Repayment,Individual,877274.75,10501.74,NGN,866773.01,Agent Network
2023-11-10,F102,Kano,Loan Disbursement,Business,595492.38,7791.56,NGN,587700.82,Agent Network
2023-09-16,F103,Lagos,Bill Payment,Individual,947567.59,10222.04,USD,937345.55,Web Portal
2023-11-24,F104,Kano,Loan Repayment,Individual,468963.9,1118.52,USD,467845.38,Agent Network
2023-04-15,F101,Enugu,Bill Payment,Individual,960789.94,10380.42,NGN,950409.52,Web Portal
2023-02-17,F103,Kano,Bill Payment,Individual,51701.75,688.64,USD,51013.11,Agent Network
2023-01-31,F101,Kano,Loan Disbursement,Business,106585.91,1595.12,NGN,104990.79,Web Portal
2023-03-02,F102,Lagos,Loan Repayment,Individual,575754.17,3157.4,USD,572596.77,Web Portal
2023-03-05,F101,Lagos,Loan Repayment,Individual,84411.88,977.62,USD,83434.26,Agent Network
2023-03-29,F101,Kano,Loan Repayment,Individual,708172.07,7738.8,USD,700433.27,Mobile App
2023-07-12,F104,Lagos,Loan Disbursement,Business,540361.48,1865.2,USD,538496.28,Mobile App
